"V1"
1.28047123839779
1.29257954240064
1.33332633517148
1.31349301316446
1.29450789117441
1.29700369468083
1.28937855359151
1.30656680650083
1.31312873552323
1.29264679195806
1.32316223853243
1.27443930017926
1.26462210605386
1.29565875676329
1.30397317218806
1.26833954945566
1.30158256800156
1.30442705589773
1.30874469169363
1.28888622623159
1.27384678318606
1.28438020205737
1.26597810990972
1.29779210752192
1.28689326110239
1.29716816959202
1.30037325850256
1.2947023319358
1.30018859569862
1.30742874729837
1.31036641144884
