"CODUSU","NRO_HOGAR","COMPONENTE","imp"
"TQRMNOPWUHLMKPCDEHLEH00778820",1,1,3
"TQRMNOPWUHLMKPCDEHLEH00778820",1,2,5
"TQRMNOPWUHLMKPCDEHLEH00778820",1,3,5
"TQRMNOPQPHMMKOCDEHLEH00709999",1,1,4
"TQRMNOQXVHJKKMCDEHJGH00796843",1,1,0
"TQRMNOQXVHJKKMCDEHJGH00796843",1,2,3
"TQRMNOSPVHMLKRCDEIIAD00791370",1,1,11
"TQRMNOPTWHLLLNCDEIIAD00718592",1,1,6
"TQRMNOUPSHJOKMCDEGJBF00796873",1,4,7
"TQRMNOPQWHJLKUCDEIMBF00796874",1,1,8
"TQRMNOPRPHJLKUCDEIMBF00796875",1,1,7
"TQRMNOUSSHJMLLCDEIMBF00796876",1,1,5
"TQRMNOSXUHMKLNCDEIMBF00719896",1,1,3
"TQRMNOPYVHKMLNCDEIJAH00792152",1,2,14
"TQRMNOQYRHKMLNCDEIJAH00792090",1,1,10
"TQRMNOQYRHKMLNCDEIJAH00792090",1,2,5
"TQRMNOSYWHLKMQCDEIIAD00796911",1,2,14
"TQRMNORVXHKKMSCDEIIAD00791450",1,1,10
"TQRMNOQRTHJMLPCDEIIAD00796912",1,1,5
"TQRMNORRUHKMLTCDEIKAH00792461",1,1,3
"TQRMNORXWHLLLUCDEIKAH00719775",1,1,4
"TQRMNOQPWHMNLUCDEIKAH00710807",1,3,11
"TQRMNOPPYHMOKMCDEHPJB00709404",1,1,0
"TQRMNOSPXHMOKMCDEHPJB00710299",1,1,1
"TQRMNOQUSHJOKOCDEHPJB00796967",1,2,2
"TQSMNOSRYHJOKOCDEHPJB00796968",1,1,4
"TQRMNOQPUHKKKUCDEHPJB00796605",1,1,1
"TQRMNOPRRHJNKMCDEIGED00796606",1,1,5
"TQRMNOQQXHKOKMCDEGPDJ00789838",1,2,5
"TQRMNOPUYHMOKQCDEGPDJ00708705",1,2,4
"TQRMNOQSVHLLKRCDEGPDJ00778236",1,1,3
"TQRMNOQSVHLLKRCDEGPDJ00778236",1,2,4
"TQRMNOPTRHKLKTCDEGPDJ00789797",1,1,5
"TQRMNOPTRHKLKTCDEGPDJ00789797",1,2,6
"TQRMNOPTSHKLKTCDEGPDJ00789786",1,1,4
"TQRMNOQUVHJOKOCDEGJBF00796637",1,2,5
"TQRMNOSTVHJOKOCDEGJBF00796638",1,2,5
"TQRMNOQQVHLOKNCDEGJBF00716161",1,1,6
"TQRMNOQQVHLOKNCDEGJBF00716161",1,2,11
"TQRMNOQQVHLOKNCDEGJBF00716161",1,8,15
"TQRMNORQXHJOMMCDEFIAH00796671",1,1,6
"TQRMNORQXHJOMMCDEFIAH00796671",1,2,7
"TQRMNOPQXHLLKMCDEFJAH00775799",1,1,5
"TQRMNOVRWHKOKPCDEGOIH00789763",1,1,2
